scene_id,geometry_family,dataset_tag,N,illumination_ids,n_lights,solver_seed_base,solver_restarts,solver_seed,pixel_seed,solver_status,iteration_count,final_objective,grad_norm,proj_grad_norm,objective_rel_change,tail_range_abs,reconstruction_error,ho_psnr,old_converged_flag,old_success_asrecorded,old_p75_success_flag,old_p75_loss_thr,old_p75_grad_thr,score_lam_min_pos_norm,score_lam_max_norm,score_logdet_pos_norm,score_a_opt_pos_norm,score_d_pos,score_trace,score_min_eig,score_gauge_residual,score_offdiag_max,P,cutoff,eig_norm_q0,eig_norm_q0.1,eig_norm_q0.5,eig_norm_q1,eig_norm_q2,eig_norm_q5,eig_norm_q10,eig_norm_q25,eig_norm_q50,eig_norm_q75,eig_norm_q90,eig_norm_q95,eig_norm_q99,eig_norm_q100,n_above_0e+00,n_above_1e-12,n_above_1e-10,n_above_1e-09,n_above_1e-08,n_above_1e-07,n_above_1e-06,n_above_1e-05,n_above_1e-04,n_negative,eig_raw_min,eig_raw_max,neg_mass_over_trace,logdet_pos_mean_log,eig_norm_geomean_pos,eff_rank_entropy,participation_ratio,cond_p1_p99,rank_Fk_min,rank_Fk_max,rank_Fk_mean,Fk_eigmax_min,Fk_minpos_min,active_frac_min,active_frac_mean,boundary_frac_max,F_ss_diag_min,F_ss_diag_median,n_dead_pixels,sh_gram_rank,sh_gram_logdet,sh_gram_eff_rank,sh_gram_min_over_max,sh_gram_a2_rank,sh_gram_a2_min_over_max,normal_cov_eff_rank,normal_cov_anisotropy,Fk_rank_min_allK,Fk_rank_median_allK,Fk_rank_lt9_frac,scene_P_full,scene_K
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"0,5,7",3,20260830,3,,35302897,completed,1400,0.00017691456014290452,0.0005439227174148575,,,,0.007293252274394035,33.29955497472598,0,0,0,0.0001483347914472688,0.0005358960981257787,4.292502088569139e-08,0.0013422216494790595,-6.987966351203826,29491.974006280085,997.0,1388.901366590753,1.8168867328329997e-10,8.27952947956979e-06,0.40583425090976116,1000.0,1e-08,1.3081466953213496e-13,3.5721245093807057e-12,3.4563675813957385e-06,0.00019891134869750131,0.000264297857009943,0.00043802385081494715,0.0005689303529347484,0.0007727247519480155,0.0010774292422146324,0.0012766322051197601,0.0013313317954982615,0.0013402749064696635,0.0013422216494790567,0.0013422216494790595,1000.0,999.0,998.0,998.0,997.0,996.0,995.0,994.0,992.0,0.0,1.8168867328329997e-10,1.8642134832291604,0.0,-7.042989817629253,0.0008735110155691122,945.4548584308036,913.3695209897337,6.747838463054559,7.0,8.0,7.666666666666667,446.3544293503966,6.434902742951688e-06,0.905,0.9683333333333334,0.0,0.24845269634416334,1.5016761620126489,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"0,6,11",3,20260830,3,,234220179,completed,1400,0.00013221416156738997,0.0005228343699126283,,,,0.008289013989269733,33.017346244607744,0,0,1,0.0001483347914472688,0.0005358960981257787,1.0045343123950252e-08,0.0014248780361918016,-7.025456424002128,113611.73250530075,997.0,631.4827464656273,1.7573166402807348e-10,7.287975880070114e-06,0.19429749012171932,1000.0,1e-08,2.78284189095638e-13,1.0920443184021784e-12,1.5286184420628903e-06,0.00020564061410415323,0.00023994795193377276,0.00030919197719081926,0.00040905606177279915,0.000718027558748496,0.0010840616512084577,0.001350080770374479,0.001414739921093512,0.0014215190812720186,0.0014235949125270908,0.0014248780361918016,1000.0,999.0,997.0,997.0,997.0,995.0,995.0,994.0,993.0,0.0,1.7573166402807348e-10,0.8997858956729484,0.0,-7.0864293114708765,0.0008363784871811793,921.4195576029109,878.1429552234497,6.922732256606012,7.0,8.0,7.333333333333333,318.4815664319193,6.01647591830923e-06,0.528,0.8093333333333333,0.0,0.11516196932945533,0.6885691435720044,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"1,10,18",3,20260830,3,,1842434421,completed,1400,0.00013610091991722584,0.0005533985125213682,,,,0.007055200636386871,18.755777118774297,0,0,0,0.0001483347914472688,0.0005358960981257787,1.178394987486043e-08,0.001632836681591719,-7.1962962495593485,130028.06554841611,998.0,1074.649383168227,-8.621248970105947e-10,2.0846731225098853e-06,0.625140976601213,1000.0,1e-08,-8.022383025698314e-13,5.8949721464175804e-12,1.1799406038790905e-06,2.23964781098702e-05,3.5753831209670736e-05,0.00010399077170298226,0.0001887141547358792,0.0005810117112676797,0.001129041014440152,0.0014737544316069436,0.0015990684199779634,0.0016176674770273182,0.0016213719045362683,0.001632836681591719,999.0,999.0,998.0,998.0,998.0,996.0,995.0,992.0,951.0,1.0,-8.621248970105947e-10,1.7547269326869954,8.022383025698314e-13,-7.214974416203695,0.0007354894101406263,848.5979284831143,791.4281852623761,72.39405662722142,8.0,8.0,8.0,183.06791344306467,1.8348237345319321e-06,0.51,0.8366666666666666,0.0,0.02237794666174113,1.2194440205229702,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"1,12,26",3,20260830,3,,743656697,completed,1400,0.00011981817078776658,0.0005339587088128703,,,,0.007146794814616442,17.470880121615732,0,0,1,0.0001483347914472688,0.0005358960981257787,8.182906021230597e-07,0.0021432620783017574,-7.459565498202673,14333.1314029779,996.0,608.9499754161587,-5.68861644834004e-10,2.7140644442706704e-06,0.2973657439700088,1000.0,1e-08,-9.341681054264627e-13,1.8965434856049974e-13,9.803861288328858e-07,1.9168355992831014e-06,4.854124704218914e-06,2.065962535555724e-05,6.375410077808836e-05,0.00035955553812817766,0.000949594227199265,0.0016422411013356706,0.0019598781982146023,0.002034485898876006,0.0021075030526743112,0.0021432620783017574,999.0,998.0,998.0,998.0,996.0,996.0,994.0,965.0,879.0,1.0,-5.68861644834004e-10,1.3051393898922405,9.341681054264627e-13,-7.504409333683305,0.0005506510053061121,750.5193540197346,676.3537135434792,1099.4699041808906,7.0,8.0,7.666666666666667,180.58549991126924,1.996688414072724e-06,0.48,0.6786666666666666,0.0,0.0007560173505771385,0.5782553813083181,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"2,21,30",3,20260830,3,,129642847,completed,1400,0.00014328010729514062,0.0005479027771342765,,,,0.006624511908739805,17.897564940441534,0,0,0,0.0001483347914472688,0.0005358960981257787,1.7065846344314628e-07,0.0017859549411690797,-7.277342285529503,9600.52941051172,997.0,859.5755052914192,-7.247217714547398e-10,2.884110077657063e-06,0.3087128870006755,1000.0,1e-08,-8.43115894989399e-13,3.7474811595229675e-11,4.974839436502862e-06,2.3007027957662808e-05,2.685953189967482e-05,5.6650475656285716e-05,0.00013134309149288485,0.0004482272197479935,0.0011223502201258638,0.0015932440310358878,0.0017543796701922705,0.0017799073300972087,0.0017853973018464118,0.0017859549411690797,999.0,999.0,998.0,998.0,997.0,997.0,996.0,994.0,916.0,1.0,-7.247217714547398e-10,1.5351631209831185,8.43115894989399e-13,-7.307230545402781,0.0006706718777736002,801.0831783856894,733.0539320547982,77.60225723773942,7.0,8.0,7.666666666666667,388.8290248796559,6.5919037078464285e-06,0.727,0.9089999999999999,0.0,0.018234726704823824,0.9647447769097045,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"3,12,18",3,20260830,3,,455256121,completed,1400,0.00012856500688940287,0.000541834753137296,,,,0.0074537149630486965,17.91732426371392,0,0,0,0.0001483347914472688,0.0005358960981257787,3.522791592815604e-08,0.0016052207106003573,-7.2740423556637746,53138.3637051275,997.0,754.0488671188183,-7.140334785016794e-11,4.125324738944704e-06,0.2773393314929473,1000.0,1e-08,-9.469326321382385e-14,2.3647466010222543e-12,3.061583455171058e-07,8.109870874942996e-06,1.689328855870195e-05,4.713745394675004e-05,0.00014238546625340814,0.0005222452487093866,0.0011102001546210735,0.0015597557768676216,0.0015953904806460498,0.001602182713580284,0.0016049624979631617,0.0016052207106003573,999.0,999.0,998.0,998.0,997.0,995.0,994.0,988.0,918.0,1.0,-7.140334785016794e-11,1.2104148583038639,9.469326321382385e-14,-7.305222976090467,0.0006720196504749438,821.8242951897915,765.0463478195578,197.90234921273552,7.0,8.0,7.666666666666667,331.289054317965,6.3599277858892925e-06,0.565,0.855,0.0,0.005188145293031815,0.8371451688671598,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"3,13,28",3,20260830,3,,390846948,completed,1400,0.00015570031246170402,0.0005294436963499374,,,,0.0076946173794567585,18.340949246742618,0,0,0,0.0001483347914472688,0.0005358960981257787,1.3726210149935268e-07,0.001523260016079179,-7.146460376016393,13528.782280401463,997.0,1034.4931340351661,1.539186973052982e-11,1.607722565614786e-05,0.23195620351637697,1000.0,1e-08,1.4878658179674873e-14,3.6876695505723586e-13,1.5949861478925193e-05,3.267852670326832e-05,5.713995722583139e-05,0.00010816523088707631,0.00021332008932464615,0.0006178147641122404,0.001133419804632994,0.0014382391694913903,0.001506216595594076,0.001514715431387695,0.0015231841860178787,0.001523260016079179,1000.0,998.0,998.0,997.0,997.0,997.0,995.0,995.0,953.0,0.0,1.539186973052982e-11,1.5758020279842075,0.0,-7.206334750859944,0.0007418713216002767,864.6255685161545,813.9087089488978,46.61116456836894,7.0,7.0,7.0,442.40888201175994,5.4838916481016876e-05,0.89,0.9633333333333334,0.0,0.021862391320755483,1.1838713358588846,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"4,13,16",3,20260830,3,,162866930,completed,1400,0.00015982001787051558,0.0005243317281661058,,,,0.00804495345801115,18.324105409897765,0,0,0,0.0001483347914472688,0.0005358960981257787,7.43849423679046e-08,0.0014923361293735459,-7.12699911245856,27217.088063529787,998.0,916.7119959560482,3.228385492737724e-10,4.644024483655333e-06,0.4140523842756552,1000.0,1e-08,3.5217009344039485e-13,3.0966819659276225e-11,2.42977362138013e-06,2.842963773226525e-05,5.710394651489969e-05,0.00012580143907298374,0.0002446107031125894,0.000727790342149444,0.00111979957303793,0.0014036897374620438,0.001482607159015811,0.0014875300871906188,0.0014910390421805876,0.0014923361293735459,1000.0,999.0,998.0,998.0,998.0,996.0,996.0,994.0,960.0,0.0,3.228385492737724e-10,1.3680424317953466,0.0,-7.165616892040127,0.0007727021565968168,881.5167253304529,835.1994301806384,52.446642346356164,8.0,8.0,8.0,225.83641283221982,4.659378172431396e-06,0.513,0.836,0.0,0.02124828144811022,1.0265337016703302,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"4,13,17",3,20260830,3,,1032685027,completed,1400,0.00013446353841573,0.0005485364214744671,,,,0.007208297029137611,18.519440626403867,0,0,0,0.0001483347914472688,0.0005358960981257787,5.618756365706838e-08,0.0016552345057008462,-7.1365094514331835,29221.885828012422,998.0,715.5560587390167,6.159394831132361e-10,3.6674123683469956e-07,0.20768463528505887,1000.0,1e-08,8.607843866190873e-13,2.6611213260648125e-11,1.6181188856763097e-06,3.4308958756692125e-05,4.8938769132743976e-05,0.00011300427519425633,0.00022300168963105115,0.0006825886629828764,0.001243116605504985,0.0013465691677851791,0.0013837792292283517,0.001387440202959415,0.0015206648779749264,0.0016552345057008462,1000.0,999.0,998.0,998.0,998.0,997.0,996.0,994.0,956.0,0.0,6.159394831132361e-10,1.184413079188122,0.0,-7.174366085158892,0.0007659711246918882,879.2472085274087,836.8766289893612,44.32267644025523,8.0,8.0,8.0,217.54613290015538,3.544072806980155e-06,0.534,0.7146666666666667,0.0,0.022730692252285342,0.8899000547623175,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
conf_cone_r04_d12,cluster,R4prime_exploratory,3,"5,12,29",3,20260830,3,,1117501134,completed,1400,0.0001654693332966417,0.000546088555497838,,,,0.006970877293497324,18.987883333826453,0,0,0,0.0001483347914472688,0.0005358960981257787,1.9132452715751854e-07,0.001383000590432973,-7.044457769258282,7201.325996220217,996.0,1110.330861737325,-1.1607329778275268e-10,3.5253933657957545e-06,0.2541274660526758,1000.0,1e-08,-1.0453937811035335e-13,1.545729028014751e-13,2.123564498003332e-06,8.257901191866038e-05,0.00012721127951968676,0.00022082832319167978,0.0003390387137755297,0.0007365665736420523,0.0011555149159600028,0.0013314705744347933,0.0013736972406510125,0.0013820577840792819,0.0013826836326698896,0.001383000590432973,999.0,998.0,998.0,997.0,996.0,996.0,995.0,994.0,985.0,1.0,-1.1607329778275268e-10,1.5355882373586722,1.0453937811035335e-13,-7.093815993456244,0.0008302231868875147,908.7119305303412,867.5067562402586,16.74376576498422,7.0,8.0,7.666666666666667,335.96396646574885,5.79863373153969e-06,0.576,0.85,0.0,0.08747013296152087,1.2848412191092238,0.0,9.0,-80.09515380859375,2.0519094467163086,1.3481563598816138e-07,8.0,1.4027396462876602e-10,1.2381188869476318,107843.8203125,7.0,8.0,1.0,2906.0,32.0
